wake,estimatedSleep,coffee,actualSleep
18000,5.25,6,24442
27000,9,10,41492
29700,5.75,1,21979
37800,7,3,28265
18900,6,9,29341
64800,7,5,30058
30600,7.25,1,27391
37800,8.25,4,33583
30600,6.25,3,25387
27000,5.75,1,22068
26100,5.5,10,28627
34200,6.25,8,29233
31500,5.75,1,22007
30600,8.25,10,38882
19800,9.5,2,36213
26100,5,5,22662
20700,9,1,33672
25200,7.75,2,30047
56700,8.25,1,31006
31500,10,1,37337
24300,10,1,37254
85500,5.75,3,23705
29700,5.25,1,20186
23400,5.25,1,20192
34200,8.5,1,31856
35100,7.5,2,29012
28800,9.75,10,44037
22500,6.75,7,30562
29700,6.25,1,23844
24300,5.5,10,29166
19800,5.25,3,21979
29700,10,1,37273
25200,5.5,1,21106
24300,6.25,3,25526
22500,10,4,39626
26100,5,3,20888
31500,8.25,6,35383
30600,9,1,33648
35100,8.5,1,31855
26100,5,5,22688
24300,7.5,1,28294
26100,6.5,1,24762
18900,7.5,5,31393
27900,9,1,33634
20700,5.25,3,21695
57600,8,2,30966
29700,5.5,1,21107
19800,7.25,3,29295
23400,7,1,26504
22500,7.5,3,30028
23400,6.75,3,27072
29700,9.75,1,36384
18900,9.75,4,38864
28800,5.75,2,22780
20700,9.25,1,34563
26100,5.75,1,22053
23400,8.25,10,38383
27000,9,9,39991
67500,5,3,21100
31500,6.5,1,24678
69300,7.5,1,28356
16200,9.75,4,38868
27900,9.5,3,37264
25200,6.5,2,25402
28800,7.75,10,36408
33300,8.25,1,30945
22500,9,2,34668
28800,7.75,1,29249
23400,5.75,1,21944
19800,6.75,7,31008
27900,8.75,1,32759
21600,10,1,37336
34200,8.25,4,33769
900,9.75,1,36460
77400,8.25,1,31037
35100,6.75,1,25678
18000,8.5,3,33698
30600,7.5,5,31856
29700,8,1,30109
81000,7,1,26580
28800,8.75,1,32880
22500,5.25,1,20215
28800,7.75,1,29219
24300,6.25,10,30703
18000,5.25,2,21136
32400,5.25,3,21828
43200,7,10,34387
35100,7.25,1,27351
27900,8.5,1,31924
32400,6,3,24745
27000,10,2,38252
27900,7.75,1,29277
18000,7.5,1,28236
27900,8.5,1,31979
31500,7.75,1,29298
25200,6,3,24722
18900,5,1,19355
19800,5.75,6,25764
27900,8.75,4,35500
28800,7.5,10,36302
27900,7.5,10,35371
34200,7.75,10,36037
26100,8.75,1,32860
23400,9.25,6,38628
35100,8,1,30170
30600,7.5,1,28292
69300,5,2,20132
29700,7,9,33509
26100,8.75,3,34601
30600,5.5,2,21856
18000,5.5,7,26241
34200,6.75,2,26301
59400,5.25,2,21139
31500,9.5,1,35514
27000,9,1,33736
18900,10,8,43331
26100,7,4,29082
34200,7.25,1,27355
34200,8,6,34650
23400,9.75,6,40674
25200,6,3,24486
30600,5,2,20015
19800,6.75,7,31094
18900,5.75,1,22001
23400,8.5,2,32647
23400,8,1,30105
34200,8.75,10,40002
29700,7.25,9,34277
26100,5.75,1,21987
29700,5,5,22302
63900,7.25,8,33699
35100,7.75,2,29904
26100,7.75,1,29183
23400,7.5,1,28318
18900,6,6,27215
27900,8.25,2,31786
28800,5,2,20006
18000,9.5,6,40014
35100,5.25,7,24726
63900,8.75,3,34378
18900,9,2,34479
34200,6.25,5,26822
18900,9,3,35558
28800,6.25,4,26132
11700,5.75,3,23796
19800,5.75,3,23809
22500,8.5,3,33597
20700,6.75,2,26365
21600,6.75,1,25588
20700,5.25,3,21931
21600,5.75,1,22014
25200,5,1,19337
43200,7.5,4,30989
23400,7,1,26507
34200,7.5,4,30738
35100,8.5,3,33658
35100,5.75,2,22878
53100,8,1,30189
21600,5.25,10,27032
22500,6.25,1,23890
18900,7.5,2,29279
84600,9.5,10,42488
27900,5,3,20918
23400,7.75,3,30786
18900,6.75,2,26318
20700,9.75,5,40076
19800,9.5,3,37095
19800,5.5,3,22665
19800,8.25,4,33260
35100,5.75,1,22074
23400,6.25,4,26476
31500,8.5,2,32788
23400,7.75,8,34842
32400,5.25,1,20136
45900,8,8,36450
37800,6.5,6,29224
28800,6.75,2,26545
26100,8,8,36243
26100,10,1,37366
31500,6.25,1,23838
20700,8.75,9,39246
20700,9.75,6,40493
21600,9,4,36458
22500,6,3,24393
25200,6.25,1,23754
29700,6.5,1,24747
54900,5,5,22549
18000,7.75,5,32333
24300,10,1,37273
27000,7,6,30996
18000,9.25,6,38361
23400,7.5,4,30640
53100,9,8,40001
35100,8,1,30157
35100,5.25,2,20984
18000,8.5,2,32693
35100,6.5,3,26555
21600,8.5,2,32739
33300,5.75,2,22834
35100,5.75,1,22013
32400,7,1,26550
35100,5.5,8,27175
61200,7.25,2,28114
41400,7.25,3,28917
20700,6.25,1,23880
18000,9,3,35223
32400,6.5,3,26338
22500,8.5,2,32802
19800,9.75,1,36453
35100,5.5,3,22809
21600,6.5,3,26148
43200,8.25,2,31764
35100,7.75,3,30811
30600,7.25,1,27403
7200,5,5,22699
24300,6.5,4,27338
27000,7.75,10,36313
25200,7.75,2,30160
24300,7.5,10,36300
50400,5.5,1,21088
26100,8,1,30102
35100,8.25,9,37621
23400,8,3,31927
28800,9.25,2,35519
19800,6.25,1,23847
22500,8.5,4,34372
31500,8.25,3,32448
35100,8.5,9,38502
20700,6.75,1,25587
3600,7.75,3,30704
20700,8,1,30081
21600,5,1,19260
30600,9.75,3,38134
18000,9.25,5,37969
31500,10,1,37318
42300,8,1,30073
29700,8.75,3,34339
64800,7.5,3,30149
56700,9,3,35474
34200,6.75,3,27180
35100,7,8,32443
20700,5.5,4,23589
25200,8.75,4,35229
20700,7.5,2,29069
20700,7.25,10,35054
77400,9.25,1,34643
22500,8.5,7,36884
22500,9.5,2,36428
31500,8,3,31660
26100,6.5,2,25380
19800,5.25,6,24308
26100,5.25,1,20263
19800,9.5,3,37029
22500,8,4,32462
19800,6,1,22914
26100,7.75,1,29227
67500,7.25,1,27417
34200,7.5,1,28284
19800,6.5,1,24718
22500,5,1,19276
33300,5.75,2,22778
32400,7.75,8,35223
24300,9.75,7,41138
21600,7.5,1,28290
21600,7,1,26567
19800,6,1,22850
27900,6.25,4,26081
20700,6.5,5,27941
21600,6.75,1,25616
31500,8.75,3,34320
24300,7.25,1,27327
11700,5.75,2,22950
19800,9.5,1,35500
67500,9.75,1,36347
5400,10,10,44918
27000,9.75,1,36361
19800,6.25,2,24704
44100,8,8,35545
11700,5,3,20935
31500,5.5,1,21126
34200,6.25,1,23791
24300,6,2,23785
28800,5.5,5,24355
30600,8,2,30954
22500,8.25,4,33536
35100,5.5,1,21164
24300,7.25,2,28334
34200,6.25,3,25293
61200,6.25,4,26194
34200,8.75,2,33518
29700,7.5,2,29236
23400,5.75,7,27167
34200,5.5,10,28813
25200,5.75,1,21971
24300,8.75,10,39981
22500,9.5,10,42416
900,9.25,1,34586
29700,8.75,6,36747
29700,8.25,2,31829
27000,6,1,22944
60300,8.25,1,30983
35100,5.75,1,22069
28800,5.5,7,25755
29700,6,1,22955
34200,5.5,1,21051
1800,7,8,32445
74700,9.25,8,40094
35100,7.5,1,28356
30600,7.5,1,28314
33300,5.5,8,26401
22500,6.25,9,30600
81000,6.25,10,31819
35100,7,1,26540
18900,9.25,10,42432
28800,9.25,6,38479
25200,6.25,4,26232
20700,5.5,3,22551
33300,6.25,3,25669
35100,5,2,20011
26100,5.75,1,22060
54900,8.25,1,31068
34200,9.75,2,37249
26100,6.75,2,26292
54900,9.25,6,39144
21600,8.5,10,40091
34200,10,5,40437
20700,7.75,1,29184
23400,9,6,37516
6300,5.75,4,24726
63900,8.25,4,33329
29700,9,3,35318
32400,6.75,5,28897
22500,5.5,8,26743
30600,8,3,31900
35100,9,10,41408
27000,9.75,1,36393
30600,10,8,42832
25200,8.75,1,32844
33300,7.25,5,30410
33300,5.25,7,25294
31500,7,1,26509
28800,7.25,2,28343
79200,7.25,3,29036
22500,6.75,4,28366
33300,9,2,34460
21600,9.75,1,36391
25200,9.5,1,35489
33300,8.5,10,39094
24300,8,10,38284
18900,7.5,1,28309
34200,8,8,35912
35100,5.75,10,29363
27900,5,3,21138
27000,5,1,19363
26100,6,1,22858
18000,5.25,1,20259
26100,7,7,31051
33300,5.75,1,22035
29700,8,2,30948
31500,8.75,1,32731
49500,10,2,38015
27000,9,3,35440
29700,6,6,27036
27900,5.25,5,23349
22500,9,1,33682
23400,7.75,4,31698
49500,7,3,28367
21600,10,3,38745
27000,7.25,4,29809
19800,6,3,24450
24300,5,3,20996
30600,7.75,4,31449
22500,6,8,28265
27000,6.75,1,25625
33300,6.75,1,25554
26100,7.75,1,29226
24300,9.75,1,36472
25200,5.75,1,22005
35100,7.75,2,30141
28800,7.75,9,35320
32400,6,1,22921
33300,7.5,1,28226
18000,5.5,6,25332
18000,5.25,1,20234
25200,8.5,5,35478
21600,5.25,2,21103
35100,6.75,1,25571
34200,5,3,20808
18000,6.25,7,28793
33300,8.5,1,31957
19800,7,2,27201
22500,5.25,1,20235
68400,6.75,1,25685
20700,8.75,4,35240
24300,7,1,26482
32400,7.5,6,32836
22500,7.5,1,28375
31500,9,2,34561
25200,9,1,33717
23400,6.5,7,29945
30600,8.75,5,36211
31500,8.5,7,36828
19800,8.75,1,32787
3600,8,3,31924
27900,6.5,5,27999
29700,9.25,3,36376
30600,5.5,3,22898
18000,9.5,1,35563
33300,7.75,1,29229
25200,7,1,26455
49500,7,1,26563
32400,6.25,2,24627
23400,5.5,4,23501
33300,8,3,31943
26100,7.75,6,33758
34200,8.5,1,31870
18900,7.25,1,27357
35100,7.5,1,28385
27000,7.25,1,27425
32400,8,1,30133
40500,6.5,4,27092
31500,5.25,2,21155
27000,9,1,33786
27900,6.25,1,23820
30600,9.25,1,34604
20700,6.5,3,26190
18000,5,2,20168
34200,8.25,1,30927
34200,5.25,3,21969
35100,8.75,1,32780
38700,7.75,1,29173
34200,6.25,8,29505
72000,6,8,28421
22500,7.5,1,28297
21600,5.5,3,22941
18000,8,6,33968
30600,8.75,3,34471
25200,8.75,1,32792
28800,6.25,1,23814
34200,5.5,8,26851
9900,9.75,2,37113
36900,8.5,1,31946
76500,5.25,2,20955
27000,8,1,30100
27000,10,4,39622
24300,9.5,1,35513
23400,7.5,4,30547
35100,5,1,19296
21600,8.25,1,31073
28800,9.5,1,35452
33300,5,1,19293
25200,8.75,1,32799
32400,9,1,33794
19800,5.25,1,20210
27000,5.75,2,22921
24300,5,1,19263
18000,6.75,1,25564
21600,6.5,4,27432
31500,9.5,3,37131
25200,8.75,2,33690
30600,8.5,1,31893
18900,8.25,1,30991
27900,5.5,2,22024
28800,6.25,1,23792
37800,9.5,1,35436
30600,8,6,34380
31500,10,3,39012
36900,9.75,3,38264
43200,7.5,3,29814
9000,6.25,6,27654
35100,9.75,3,38151
62100,9.25,8,40040
31500,9.75,1,36379
24300,7,4,28946
22500,8.25,2,31984
12600,6.25,1,23833
19800,6.75,3,27227
59400,8,10,38030
21600,6,9,29624
18000,7,3,28326
6300,7.75,9,35509
82800,5.75,1,21930
28800,10,4,39549
27000,7,9,33195
23400,5.75,2,22794
30600,5.25,1,20210
18000,6.25,5,27281
18000,6,7,27724
25200,8,1,30116
31500,9,9,40998
35100,8.75,4,35162
32400,5,1,19257
42300,5,1,19321
18000,9.5,2,36295
25200,8.75,1,32742
49500,8.75,1,32729
28800,9,1,33763
26100,8,7,35328
19800,6,2,23866
23400,9.5,2,36462
27000,6,1,22898
35100,8.75,10,40628
22500,7.25,5,30998
21600,8.5,1,31946
34200,8,1,30080
38700,8.5,2,32625
27900,8.25,1,30998
20700,6.25,5,26825
27900,7.25,6,31629
19800,5.5,2,21903
26100,6.75,2,26415
21600,5.75,1,21971
14400,5.5,1,21037
22500,10,1,37263
25200,9,8,39284
26100,7.5,7,33124
27900,5.25,2,20941
20700,9.25,1,34586
31500,7,3,28033
27000,9.5,1,35469
34200,7.75,3,31073
16200,5.5,2,21836
26100,7.75,2,29995
28800,5.75,1,22033
18900,8.25,5,34081
24300,8,1,30060
18900,5.25,4,22910
30600,9.75,1,36397
83700,6.75,3,27120
22500,6.75,4,28209
32400,6.25,3,25544
26100,6.75,1,25561
34200,5,1,19262
18900,5.25,1,20226
26100,8.75,4,35420
70200,6.75,1,25621
1800,8.5,1,31864
35100,5.5,4,23538
78300,7.25,1,27384
21600,7.75,1,29148
32400,9.5,1,35555
24300,6.5,4,27352
19800,6.25,6,27945
31500,10,9,43512
34200,8.5,1,31965
23400,7.25,1,27391
23400,6.75,1,25633
21600,5,2,20256
20700,6.5,1,24675
21600,9.5,5,38759
34200,6,3,24379
35100,7.5,3,29753
18000,7.75,2,29943
38700,9,3,35180
34200,7.75,8,35143
31500,9,3,35538
26100,8.25,2,31805
50400,5.5,2,22070
32400,8.25,3,32805
75600,7.5,1,28337
60300,9.25,8,40086
24300,7.5,4,30984
18900,5.5,1,21143
33300,8,3,31810
34200,7,1,26494
27000,5.25,3,21655
18000,7.5,8,34684
56700,7.5,3,30166
24300,6.75,1,25543
35100,6.75,3,27433
34200,7,6,30695
32400,8.75,1,32851
30600,5.25,1,20163
18000,7.75,2,30164
20700,7,9,32808
23400,6.5,2,25547
25200,8,3,31967
34200,10,4,39946
35100,9.25,2,35412
30600,5.75,7,26786
26100,7,8,32142
19800,6.75,6,29370
18000,6,3,24615
25200,6.25,9,29845
18000,5.75,2,22759
29700,6.75,3,27110
29700,8.5,2,32657
22500,7.5,9,35472
33300,7,3,27997
57600,8,1,30141
34200,9.5,1,35506
34200,6.5,1,24714
25200,10,4,40023
30600,8.5,1,31825
72900,10,1,37261
18900,9.75,4,38969
30600,5.75,3,23812
19800,6.5,1,24700
10800,6.75,10,32893
35100,8.75,2,33591
30600,6.75,3,27118
33300,6.25,2,24500
33300,8.5,1,31919
28800,9.25,2,35429
23400,6.5,2,25606
31500,8,10,37731
22500,5.25,4,22735
71100,9,10,40771
28800,9.25,1,34579
33300,8,4,32709
29700,8.75,2,33664
30600,5,7,24329
35100,9.5,1,35541
29700,5.25,1,20154
31500,9.75,3,38052
23400,9.75,3,38141
35100,9,3,35327
62100,5.5,4,23778
27900,9,3,35400
22500,7.25,10,35552
35100,5,1,19255
21600,5,8,24747
27000,9.5,3,37125
43200,9,3,35556
29700,8,9,36319
18900,6.5,3,26207
27900,7,2,27401
33300,9.75,9,43680
25200,7.25,3,29013
24300,8.5,4,34228
29700,5.25,6,24294
23400,5.75,5,25185
21600,9,3,35180
21600,7.5,3,29889
33300,5.75,1,21958
21600,9.5,7,40467
20700,5.5,10,28832
25200,6.75,1,25561
27900,9.5,2,36212
9000,9,3,35175
28800,8.75,4,35526
21600,7.5,8,34616
13500,5.75,3,23732
18900,8.75,2,33610
26100,7.25,3,28922
23400,6.75,9,32482
25200,8,10,38204
58500,9.25,4,37067
27000,9.75,3,38079
73800,8.25,1,31005
22500,7.75,3,31077
54900,6.25,9,30263
19800,8.5,5,35168
21600,6.75,2,26490
29700,6.75,1,25609
51300,7.25,4,29715
23400,7,9,32541
33300,6.75,1,25661
36900,7.25,1,27450
32400,8,2,30930
26100,8.25,8,36730
32400,7.25,4,29806
19800,7.25,1,27357
16200,9,9,40088
24300,5,2,20196
32400,6.5,10,32626
33300,7.25,2,28156
10800,6.75,7,31066
34200,7.25,1,27400
22500,9,2,34674
22500,7.5,1,28277
23400,9.5,1,35558
32400,10,3,39089
26100,6.75,1,25659
27000,6.75,8,31974
35100,7,1,26425
30600,10,6,41620
17100,6.25,1,23803
70200,8.5,1,31848
28800,6,1,22880
33300,7.75,1,29249
30600,9.5,1,35547
39600,6.75,2,26469
29700,5,9,25464
35100,6,3,24526
30600,8.75,1,32842
29700,9.25,1,34595
22500,5,9,26487
18000,5.5,1,21143
30600,8.5,1,31843
22500,7.25,2,28199
26100,7.25,7,32771
20700,8,3,31692
23400,5.75,7,27329
18000,7.75,1,29143
21600,9.25,1,34590
35100,7,1,26444
22500,5,1,19250
23400,8.5,7,37012
33300,8.5,2,32704
30600,8.25,10,38094
27000,5,7,24651
31500,5.5,4,23493
20700,9,2,34457
22500,6.5,1,24719
25200,9.75,1,36345
27900,8.75,4,35413
35100,8,3,31688
29700,9.75,8,41764
23400,9.5,5,39043
27000,6.25,2,24609
19800,6.25,2,24520
18900,5.5,3,22622
35100,10,1,37275
26100,8.5,1,31866
27000,6.25,5,27316
23400,8.25,5,34435
9900,10,9,44105
24300,7.5,4,31072
30600,7.5,2,29246
18000,5,2,20086
26100,9.5,1,35566
24300,10,1,37266
18900,9.5,1,35536
22500,9.75,3,38178
26100,6.5,6,28665
27000,8.25,3,32485
25200,7.75,1,29237
27000,8.25,1,30964
28800,5,3,20789
23400,8.25,1,31021
12600,8.75,3,34596
24300,6,1,22954
34200,9,3,35167
20700,7.75,1,29175
20700,7.25,1,27374
32400,9.5,9,42616
18000,9.5,1,35532
21600,6.25,1,23768
19800,9.5,3,37132
26100,7.5,1,28302
25200,6.75,5,28642
27000,7,8,31853
29700,9,4,36131
33300,9.75,3,38257
8100,10,2,38105
24300,8.75,1,32725
20700,8.25,1,30978
18900,5.25,1,20224
20700,9.5,8,41656
28800,7,1,26504
32400,6.5,9,31566
25200,9,1,33741
32400,8.25,2,31723
22500,8.25,6,35187
19800,9.75,1,36420
21600,5.75,7,27143
28800,9.25,5,37879
20700,9.5,1,35524
21600,5.75,3,23745
33300,6.75,8,31234
66600,9.5,1,35453
30600,6,1,22913
23400,9.75,4,39075
27900,6,1,22835
35100,9.5,2,36326
30600,9.5,1,35422
34200,8.5,3,33733
22500,6.5,3,26480
32400,6.25,3,25638
55800,9.5,1,35540
26100,7,1,26465
70200,6.25,3,25263
24300,5.75,1,21948
26100,8.75,3,34595
19800,8,10,37624
25200,5.5,1,21109
18900,6,1,22863
24300,5.25,3,21819
32400,5.25,1,20244
28800,9.25,3,36282
29700,5,1,19263
31500,7.5,1,28234
19800,8.25,3,32567
27000,9.75,3,37880
35100,7.25,1,27443
30600,5.25,1,20192
28800,8.25,1,31058
22500,6.25,3,25265
18900,8,4,32445
21600,5.75,2,22796
32400,5,7,24513
21600,9.5,8,40803
13500,5.75,1,22050
29700,9,4,36365
32400,7.75,6,33563
32400,9.25,3,36118
48600,7.75,5,32763
24300,5.5,1,21169
29700,5.75,1,22023
22500,5.75,8,27354
26100,5,2,20274
52200,8.75,3,34500
18000,8.75,9,39371
27900,7,3,28020
41400,6.25,1,23749
11700,7.5,8,33607
22500,9,3,35344
20700,9,4,35941
58500,9,1,33710
20700,6.75,1,25581
19800,7,1,26476
20700,6.25,6,27703
6300,7.5,4,31020
27000,5.75,3,23683
27900,7.25,1,27472
31500,8,1,30152
31500,8.75,3,34353
27000,5.75,2,22851
21600,9.75,1,36443
27000,5.75,4,24352
26100,9,3,35461
30600,5.5,4,23410
34200,8,1,30145
31500,7,4,28828
21600,8,3,31652
18000,9,9,40659
50400,10,2,38144
31500,8,3,31593
28800,9.25,4,37234
25200,5.5,9,28142
27000,6,8,29005
34200,9.25,1,34589
25200,7.5,3,29986
46800,5,4,21971
18900,7.25,3,28971
72900,8,1,30144
26100,6,1,22848
26100,8,3,31578
78300,8,2,31092
24300,9.75,6,40189
34200,7.75,2,30091
25200,5.25,1,20218
34200,8.25,10,38449
19800,6,3,24770
25200,6.75,1,25624
19800,5.75,1,22069
31500,6,3,24353
27900,9.25,4,37376
32400,8.75,3,34429
30600,6.75,4,27993
23400,9.25,2,35527
37800,7.75,1,29274
19800,5.5,1,21167
31500,7,5,29936
29700,9,2,34589
46800,7.5,1,28338
27000,7.5,2,29013
25200,9,4,36005
26100,9.5,2,36301
18900,7,4,29003
19800,7.75,1,29210
34200,7,4,28936
30600,5,5,22907
17100,7,7,32000
19800,6.75,1,25643
26100,9.5,10,43327
30600,7,2,27265
19800,9.25,1,34659
27000,5,1,19251
26100,9.75,1,36399
14400,9,6,37459
27900,5.25,3,22011
29700,10,6,41043
25200,8.75,8,38947
22500,10,1,37338
30600,6.25,1,23825
27000,9.5,3,37324
25200,5.25,1,20237
18900,8.25,10,38177
18000,6.5,2,25549
24300,8,2,30980
35100,8.25,2,31863
29700,9,4,36147
18000,8.75,1,32828
22500,8.75,2,33567
27000,9.75,4,38936
29700,6.5,6,29127
18000,8,4,32601
32400,9.5,1,35544
18900,7.5,1,28305
22500,6.25,1,23840
33300,9.25,4,37308
30600,6.25,1,23806
25200,8.25,8,37082
30600,10,1,37255
32400,5.75,2,22743
18900,5.5,7,25763
27000,7.25,1,27500
34200,9.75,4,39085
34200,9,4,36312
19800,5.5,2,21811
29700,5,7,24563
32400,7,1,26571
24300,10,1,37373
30600,8.25,1,31065
64800,8.75,1,32808
19800,9.25,4,37364
27000,6.75,5,28632
26100,7.75,5,32313
74700,6.75,5,29096
25200,6.5,2,25528
23400,9.25,7,39690
18000,5.5,1,21154
27000,9.5,4,37982
32400,9,3,35405
29700,8.75,9,38858
2700,6,2,23826
18900,5.25,1,20276
21600,5.5,2,21886
28800,5,3,20889
30600,8.25,2,31946
23400,8,1,30099
26100,7,1,26488
23400,6,9,29547
39600,8.75,2,33584
43200,7.75,3,30983
27000,9.75,3,37992
78300,8.25,1,30996
26100,9.75,1,36466
33300,8.5,10,39916
41400,7,6,30653
21600,8,1,30141
19800,6.75,10,32766
34200,10,4,39593
20700,5.25,3,22042
31500,8,10,38004
25200,6.5,1,24685
31500,7,4,28861
32400,9.25,1,34624
36000,7,1,26504
25200,7.75,3,30846
43200,7,1,26455
18900,9,2,34527
21600,8,1,30114
28800,10,9,43543
22500,5.5,6,25573
31500,7.25,7,31999
4500,7.75,1,29153
23400,9.25,1,34561
27900,5.75,10,29440
32400,5.5,2,21992
19800,7.25,4,29729
29700,6.25,5,26928
54000,9.25,1,34664
27900,5.25,1,20146
18000,6,3,24717
29700,8,2,31004
27000,5.25,6,24578
30600,6.5,2,25576
18900,9,4,36283
27000,5.25,5,23379
27900,8.5,2,32784
25200,5.5,2,22084
18900,7,3,28168
26100,6.25,2,24734
34200,6.75,7,30579
29700,5.75,2,22689
30600,5.25,8,25721
19800,9,2,34389
34200,10,2,38042
30600,7.25,1,27417
60300,5.5,10,28830
22500,9.75,5,39951
20700,7.25,1,27446
27900,6.75,2,26398
22500,9.25,2,35509
25200,7.5,3,30055
20700,5,3,21121
24300,7.75,1,29235
26100,6.5,3,26261
24300,9.75,9,43348
33300,7.75,4,31442
30600,5.25,3,21892
34200,6.75,1,25641
18000,5.25,8,26199
30600,5.75,2,22754
53100,6.75,1,25669
20700,6.75,1,25565
35100,9.25,2,35347
3600,6,1,22843
35100,5.75,1,21946
26100,8.5,3,33430
30600,5.5,9,27467
21600,7.5,1,28393
29700,7,1,26478
24300,9,3,35381
28800,8.5,2,32740
23400,9.5,9,42211
28800,10,1,37306
23400,9,1,33678
25200,8.25,3,32674
27000,8,1,30183
23400,9.5,5,38704
32400,5,2,20235
24300,5.5,1,21082
33300,6.25,1,23827
27000,5,1,19370
32400,8.25,1,31028
32400,9.5,1,35543
29700,8.75,7,38090
18900,9.5,2,36497
31500,9,3,35212
29700,6.75,2,26478
34200,6.5,6,29122
19800,6.25,1,23812
21600,8,2,30831
24300,9.5,2,36270
43200,7,1,26534
34200,5.5,4,23384
35100,8.5,7,37040
21600,6.5,1,24749
22500,6.75,2,26544
35100,9.75,1,36397
24300,7.25,1,27460
46800,6.75,5,28723
30600,5.75,4,24694
17100,7.25,3,29100
77400,5.25,4,22926
35100,10,2,38192
33300,8,7,34654
33300,8,3,31668
32400,9.5,9,42273
26100,9.25,3,36456
34200,7.5,2,29119
50400,7.25,2,28280
35100,5.25,3,21857
28800,6,10,31066
65700,10,3,38905
27000,8,1,30164
33300,6.5,2,25592
18000,8.75,1,32723
25200,9.75,8,42681
22500,7.25,1,27483
22500,10,1,37308
30600,7.25,4,29931
42300,6,9,29783
33300,8.75,2,33538
10800,9.75,4,38615
22500,10,1,37318
20700,6.75,1,25575
74700,5.75,5,25385
18900,8.5,2,32604
35100,5.75,3,23697
26100,7.25,1,27354
31500,8,1,30072
79200,7.5,3,29917
31500,8,3,31815
25200,9.25,3,36092
18000,7,1,26558
74700,6.5,1,24700
18000,5,4,21551
33300,8.25,2,31957
26100,6.5,3,26291
29700,9.5,3,37128
54900,6,2,23741
33300,6.25,1,23769
27000,9.5,2,36387
29700,7.5,5,31327
31500,9.75,8,42045
19800,7.25,3,29106
27900,8.5,1,31904
20700,9.75,2,37303
28800,6.25,1,23848
25200,8.5,4,34700
35100,5.75,1,21990
27000,9.25,2,35402
25200,8,2,30979
20700,8.75,6,36855
1800,7.25,4,29926
21600,5.5,3,22928
18900,10,8,43527
18000,8,3,31673
36000,7.75,9,36135
30600,7.25,2,28232
48600,5.25,1,20206
34200,6.75,1,25548
54900,5,5,22600
34200,9.75,3,38183
27900,8.75,1,32795
25200,8.75,1,32720
33300,6.75,1,25567
29700,7.75,3,30965
32400,5.25,7,24734
28800,9,7,38397
72900,10,1,37273
18000,5.5,1,21040
19800,9.25,2,35467
21600,9,3,35518
28800,5.25,4,22528
18000,9.75,3,38256
33300,6,10,30104
18900,5.75,9,28693
34200,8,6,34613
29700,8.75,2,33731
32400,9.75,3,37948
30600,8,4,32809
15300,5.75,10,29712
27000,9.25,1,34571
31500,6.25,2,24658
80100,7.5,3,29828
22500,6.75,1,25538
21600,7.25,4,30110
23400,7.75,1,29151
71100,5.5,9,27227
31500,10,2,38197
32400,7.75,10,36469
15300,5,3,21051
20700,6,1,22899
24300,6,10,29888
17100,7.5,1,28343
27000,6.5,3,26251
18000,9.75,8,42119
18000,10,1,37292
26100,9.75,1,36342
27900,6.5,1,24739
18000,9.5,4,37955
35100,5,2,20143
23400,7.75,3,30796
18000,7,2,27290
22500,10,1,37390
27000,8.25,8,36943
25200,7,8,32314
27000,7,1,26424
18900,8.5,2,32860
18900,8.25,2,31848
18000,7.75,1,29162
24300,6,1,22910
23400,5.25,1,20288
28800,5.5,2,21998
29700,7.5,1,28340
29700,6.75,4,28217
32400,7.5,6,32408
18000,9.5,4,37995
18000,10,6,41144
36900,6.25,3,25407
21600,6.75,3,27362
35100,9.75,4,39045
25200,9.25,7,39316
20700,6.25,2,24774
29700,8.25,1,30988
31500,6.75,5,28815
27000,6.5,5,28036
22500,5.75,1,21998
33300,6,3,24346
20700,8.25,1,31006
31500,7,1,26546
13500,6.5,2,25421
35100,10,4,39974
22500,9.25,1,34556
28800,6.75,3,27271
30600,6.5,9,30998
15300,8,1,30097
35100,8.25,1,30985
28800,8.5,2,32825
33300,9,1,33696
19800,5.25,10,27735
27900,9,9,40629
34200,9.5,1,35472
12600,7.75,9,35501
24300,7.25,3,28975
20700,8.5,1,31988
11700,7,2,27215
23400,9.75,1,36425
33300,7.75,3,30727
29700,5.75,4,24469
33300,8.25,3,32705
20700,6.25,4,26347
20700,7,2,27497
27000,9,4,36279
33300,8.25,5,34217
24300,9.75,2,37281
31500,7,2,27324
52200,7.25,4,29939
25200,8.5,2,32673
18000,5.5,2,22053
34200,8.5,3,33460
20700,7.25,3,28976
27900,7.25,7,32351
34200,5.5,6,25556
31500,8,4,32401
27900,9.75,6,40298
22500,6.5,2,25584
22500,8,1,30180
34200,9,4,36340
29700,10,1,37256
31500,7.75,3,30722
900,6.5,3,26434
21600,7,1,26553
20700,5,1,19258
32400,9.75,1,36464
30600,5.5,3,22910
23400,8,10,37275
36900,8,10,37625
27900,8,1,30052
32400,7.25,4,29907
3600,6.5,6,28962
27000,7.75,3,30960
26100,10,7,42203
18900,8,1,30089
33300,9.75,1,36381
27900,8.5,4,34471
31500,5,3,20952
20700,9.5,1,35565
33300,8.5,1,31896
36900,6.25,3,25506
31500,8,1,30035
22500,7,4,29101
28800,5.5,4,23361
18000,6.75,3,27410
22500,7.75,1,29266
57600,9,5,36952
18900,9.5,1,35509
30600,8.25,4,33652
